"Poly_No","Coord_order","Longitude","Latitude","Hole","Group","VME_Csquare","VME_Habitat","VME_Indicator","VME_Elements"
11,"11_23",-9.325,36.925,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_24",-9.325,36.95,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_25",-9.325,36.975,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_26",-9.3,36.975,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_27",-9.275,36.975,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_28",-9.25,36.975,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_29",-9.225,36.975,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_30",-9.225,36.95,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_31",-9.225,36.925,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_32",-9.225,36.9,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_33",-9.225,36.875,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_34",-9.2,36.875,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_35",-9.175,36.875,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_36",-9.175,36.85,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_37",-9.175,36.825,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_38",-9.175,36.8,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_39",-9.175,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_40",-9.2,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_41",-9.225,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_42",-9.25,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_43",-9.275,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_44",-9.3,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_45",-9.325,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_46",-9.35,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_47",-9.375,36.775,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_48",-9.375,36.75,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_49",-9.375,36.725,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_50",-9.4,36.725,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_51",-9.425,36.725,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_52",-9.425,36.7,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_53",-9.425,36.675,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_54",-9.45,36.675,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_55",-9.475,36.675,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_56",-9.5,36.675,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
11,"11_57",-9.525,36.675,FALSE,"11_1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_1",-11.575,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_2",-11.6,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_3",-11.625,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_4",-11.65,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_5",-11.675,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_6",-11.675,36.5,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_7",-11.675,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_8",-11.7,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_9",-11.725,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_10",-11.75,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_11",-11.775,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_12",-11.775,36.55,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_13",-11.775,36.575,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_14",-11.775,36.6,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_15",-11.775,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_16",-11.75,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_17",-11.725,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_18",-11.7,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_19",-11.675,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_20",-11.65,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_21",-11.625,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_22",-11.6,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_23",-11.575,36.625,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_24",-11.575,36.6,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_25",-11.575,36.575,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_26",-11.575,36.55,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_27",-11.575,36.525,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_28",-11.575,36.5,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
12,"12_29",-11.575,36.475,FALSE,"12_1","Medium_ Low","NULL","Gorgonian_ Soft coral","Seamount"
13,"13_1",-10.725,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_2",-10.75,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_3",-10.775,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_4",-10.8,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_5",-10.825,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_6",-10.825,36.9,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_7",-10.825,36.875,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_8",-10.825,36.85,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_9",-10.825,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_10",-10.85,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_11",-10.875,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_12",-10.9,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_13",-10.925,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_14",-10.925,36.8,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_15",-10.925,36.775,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_16",-10.925,36.75,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_17",-10.925,36.725,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_18",-10.95,36.725,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_19",-10.975,36.725,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_20",-11,36.725,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_21",-11.025,36.725,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_22",-11.025,36.75,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_23",-11.025,36.775,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_24",-11.025,36.8,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_25",-11.025,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_26",-11,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_27",-10.975,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_28",-10.95,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_29",-10.925,36.825,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_30",-10.925,36.85,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_31",-10.925,36.875,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_32",-10.925,36.9,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_33",-10.925,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_34",-10.9,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_35",-10.875,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_36",-10.85,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_37",-10.825,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_38",-10.825,36.95,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_39",-10.825,36.975,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_40",-10.825,37,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_41",-10.825,37.025,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_42",-10.8,37.025,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_43",-10.775,37.025,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_44",-10.75,37.025,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_45",-10.725,37.025,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_46",-10.725,37,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_47",-10.725,36.975,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_48",-10.725,36.95,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
13,"13_49",-10.725,36.925,FALSE,"13_1","VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
14,"14_1",-11.075,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_2",-11.1,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_3",-11.125,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_4",-11.15,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_5",-11.175,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_6",-11.175,36.75,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_7",-11.175,36.775,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_8",-11.175,36.8,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_9",-11.175,36.825,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_10",-11.175,36.85,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_11",-11.175,36.875,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_12",-11.15,36.875,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_13",-11.125,36.875,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_14",-11.1,36.875,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_15",-11.075,36.875,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_16",-11.075,36.85,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_17",-11.075,36.825,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_18",-11.075,36.8,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_19",-11.075,36.775,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_20",-11.075,36.75,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
14,"14_21",-11.075,36.725,FALSE,"14_1","VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
15,"15_1",-9.225,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_2",-9.25,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_3",-9.275,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_4",-9.3,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_5",-9.325,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_6",-9.325,37.85,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_7",-9.325,37.875,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_8",-9.325,37.9,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_9",-9.325,37.925,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_10",-9.3,37.925,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_11",-9.275,37.925,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_12",-9.25,37.925,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_13",-9.225,37.925,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_14",-9.225,37.9,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_15",-9.225,37.875,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_16",-9.225,37.85,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
15,"15_17",-9.225,37.825,FALSE,"15_1","Medium","NULL","Gorgonian_ Black coral",NA
16,"16_1",-9.375,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_2",-9.4,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_3",-9.425,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_4",-9.45,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_5",-9.475,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_6",-9.475,40.55,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_7",-9.475,40.575,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_8",-9.475,40.6,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_9",-9.475,40.625,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_10",-9.45,40.625,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_11",-9.425,40.625,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_12",-9.4,40.625,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_13",-9.375,40.625,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_14",-9.375,40.6,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_15",-9.375,40.575,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_16",-9.375,40.55,FALSE,"16_1","Medium","NULL","Gorgonian",NA
16,"16_17",-9.375,40.525,FALSE,"16_1","Medium","NULL","Gorgonian",NA
17,"17_1",-9.425,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_2",-9.425,41.5,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_3",-9.425,41.525,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_4",-9.425,41.55,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_5",-9.425,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_6",-9.4,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_7",-9.375,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_8",-9.35,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_9",-9.325,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_10",-9.3,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_11",-9.275,41.575,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_12",-9.275,41.55,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_13",-9.275,41.525,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_14",-9.275,41.5,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_15",-9.275,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_16",-9.3,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_17",-9.325,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_18",-9.35,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_19",-9.375,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_20",-9.4,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
17,"17_21",-9.425,41.475,FALSE,"17_1","Medium","NULL","Gorgonian",NA
18,"18_1",-2.075,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_2",-2.1,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_3",-2.125,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_4",-2.15,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_5",-2.175,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_6",-2.175,43.75,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_7",-2.175,43.775,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_8",-2.175,43.8,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_9",-2.175,43.825,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_10",-2.15,43.825,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_11",-2.125,43.825,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_12",-2.1,43.825,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_13",-2.075,43.825,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_14",-2.075,43.8,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_15",-2.075,43.775,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_16",-2.075,43.75,FALSE,"18_1","Medium","NULL","Gorgonian",NA
18,"18_17",-2.075,43.725,FALSE,"18_1","Medium","NULL","Gorgonian",NA
19,"19_1",-3.775,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_2",-3.8,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_3",-3.825,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_4",-3.85,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_5",-3.875,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_6",-3.875,43.65,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_7",-3.875,43.675,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_8",-3.875,43.7,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_9",-3.875,43.725,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_10",-3.85,43.725,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_11",-3.825,43.725,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_12",-3.8,43.725,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_13",-3.775,43.725,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_14",-3.775,43.7,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_15",-3.775,43.675,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_16",-3.775,43.65,FALSE,"19_1","Medium","NULL","Gorgonian",NA
19,"19_17",-3.775,43.625,FALSE,"19_1","Medium","NULL","Gorgonian",NA
20,"20_1",-9.575,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_2",-9.6,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_3",-9.625,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_4",-9.65,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_5",-9.675,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_6",-9.675,43,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_7",-9.675,43.025,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_8",-9.675,43.05,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_9",-9.675,43.075,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_10",-9.65,43.075,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_11",-9.625,43.075,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_12",-9.6,43.075,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_13",-9.575,43.075,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_14",-9.575,43.05,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_15",-9.575,43.025,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_16",-9.575,43,FALSE,"20_1","Medium","NULL","Gorgonian",NA
20,"20_17",-9.575,42.975,FALSE,"20_1","Medium","NULL","Gorgonian",NA
21,"21_1",-2.175,44.3,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_2",-2.175,44.275,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_3",-2.2,44.275,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_4",-2.225,44.275,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_5",-2.25,44.275,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_6",-2.275,44.275,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
21,"21_7",-2.275,44.3,FALSE,"21_1","VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
