"Poly_No","Coord_order","Longitude","Latitude","Hole","Group","VME_Csquare","VME_Habitat","VME_Indicator","VME_Elements"
2,"2_30",-7.825,36.325,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_31",-7.825,36.3,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_32",-7.825,36.275,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_33",-7.85,36.275,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_34",-7.875,36.275,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_35",-7.875,36.25,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_36",-7.875,36.225,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_37",-7.875,36.2,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_38",-7.875,36.175,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_39",-7.9,36.175,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_40",-7.925,36.175,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_41",-7.95,36.175,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_42",-7.975,36.175,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_43",-7.975,36.15,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_44",-7.975,36.125,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
2,"2_45",-7.975,36.1,FALSE,"2.1","Low_ Medium","NULL","Sea-pen_ Gorgonian","Bank"
3,"3_1",-7.525,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_2",-7.55,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_3",-7.575,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_4",-7.575,36.25,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_5",-7.575,36.275,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_6",-7.575,36.3,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_7",-7.575,36.325,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_8",-7.55,36.325,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_9",-7.525,36.325,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_10",-7.5,36.325,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_11",-7.475,36.325,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_12",-7.475,36.3,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_13",-7.475,36.275,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_14",-7.475,36.25,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_15",-7.475,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_16",-7.5,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
3,"3_17",-7.525,36.225,FALSE,"3.1","Low","NULL","Sea-pen",NA
4,"4_1",-7.775,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_2",-7.775,36.25,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_3",-7.775,36.275,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_4",-7.775,36.3,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_5",-7.775,36.325,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_6",-7.75,36.325,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_7",-7.725,36.325,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_8",-7.725,36.35,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_9",-7.725,36.375,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_10",-7.7,36.375,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_11",-7.675,36.375,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_12",-7.65,36.375,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_13",-7.625,36.375,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_14",-7.625,36.35,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_15",-7.625,36.325,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_16",-7.625,36.3,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_17",-7.625,36.275,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_18",-7.65,36.275,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_19",-7.675,36.275,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_20",-7.675,36.25,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_21",-7.675,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_22",-7.7,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_23",-7.725,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_24",-7.75,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
4,"4_25",-7.775,36.225,FALSE,"4.1","Low","NULL","Sea-pen",NA
5,"5_1",-6.875,36.55,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_2",-6.875,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_3",-6.9,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_4",-6.925,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_5",-6.95,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_6",-6.975,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_7",-7,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_8",-7.025,36.525,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_9",-7.025,36.55,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_10",-7.025,36.575,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_11",-7.025,36.6,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_12",-7.025,36.625,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_13",-7,36.625,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_14",-6.975,36.625,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_15",-6.975,36.65,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_16",-6.975,36.675,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_17",-6.95,36.675,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_18",-6.925,36.675,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_19",-6.9,36.675,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_20",-6.875,36.675,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_21",-6.875,36.65,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_22",-6.875,36.625,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_23",-6.875,36.6,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_24",-6.875,36.575,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
5,"5_25",-6.875,36.55,FALSE,"5.1","VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
6,"6_1",-7.225,36.5,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_2",-7.225,36.475,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_3",-7.25,36.475,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_4",-7.275,36.475,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_5",-7.3,36.475,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_6",-7.325,36.475,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_7",-7.325,36.5,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_8",-7.325,36.525,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_9",-7.325,36.55,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_10",-7.325,36.575,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_11",-7.3,36.575,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_12",-7.275,36.575,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_13",-7.25,36.575,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_14",-7.225,36.575,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_15",-7.225,36.55,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_16",-7.225,36.525,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
6,"6_17",-7.225,36.5,FALSE,"6.1","VME","Cold seeps","NULL","Mudvolcano"
7,"7_1",-7.375,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_2",-7.375,36.65,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_3",-7.375,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_4",-7.375,36.7,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_5",-7.375,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_6",-7.35,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_7",-7.325,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_8",-7.3,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_9",-7.275,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_10",-7.275,36.75,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_11",-7.275,36.775,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_12",-7.25,36.775,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_13",-7.225,36.775,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_14",-7.2,36.775,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_15",-7.175,36.775,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_16",-7.175,36.75,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_17",-7.175,36.725,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_18",-7.175,36.7,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_19",-7.175,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_20",-7.2,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_21",-7.225,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_22",-7.25,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_23",-7.275,36.675,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_24",-7.275,36.65,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_25",-7.275,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_26",-7.3,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_27",-7.325,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_28",-7.35,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
7,"7_29",-7.375,36.625,FALSE,"7.1","Low","NULL","Sea-pen",NA
8,"8_1",-7.125,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_2",-7.125,36.75,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_3",-7.125,36.775,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_4",-7.125,36.8,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_5",-7.125,36.825,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_6",-7.1,36.825,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_7",-7.075,36.825,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_8",-7.05,36.825,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_9",-7.025,36.825,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_10",-7.025,36.8,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_11",-7.025,36.775,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_12",-7.025,36.75,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_13",-7.025,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_14",-7.05,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_15",-7.075,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_16",-7.1,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
8,"8_17",-7.125,36.725,FALSE,"8.1","Low","NULL","Sea-pen",NA
9,"9_1",-7.475,36.7,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_2",-7.475,36.675,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_3",-7.5,36.675,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_4",-7.525,36.675,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_5",-7.55,36.675,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_6",-7.575,36.675,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_7",-7.575,36.7,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_8",-7.575,36.725,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_9",-7.575,36.75,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_10",-7.575,36.775,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_11",-7.55,36.775,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_12",-7.525,36.775,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_13",-7.5,36.775,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_14",-7.475,36.775,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_15",-7.475,36.75,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_16",-7.475,36.725,FALSE,"9.1","Low","NULL","Sea-pen",NA
9,"9_17",-7.475,36.7,FALSE,"9.1","Low","NULL","Sea-pen",NA
10,"10_1",-7.975,36.65,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_2",-7.975,36.625,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_3",-8,36.625,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_4",-8.025,36.625,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_5",-8.05,36.625,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_6",-8.075,36.625,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_7",-8.075,36.65,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_8",-8.075,36.675,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_9",-8.075,36.7,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_10",-8.075,36.725,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_11",-8.075,36.75,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_12",-8.075,36.775,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_13",-8.05,36.775,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_14",-8.025,36.775,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_15",-8,36.775,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_16",-7.975,36.775,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_17",-7.975,36.75,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_18",-7.975,36.725,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_19",-7.975,36.7,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_20",-7.975,36.675,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
10,"10_21",-7.975,36.65,FALSE,"10.1","Low","NULL","Sea-pen_ Soft coral",NA
11,"11_1",-8.725,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_2",-8.725,36.7,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_3",-8.725,36.725,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_4",-8.725,36.75,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_5",-8.725,36.775,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_6",-8.7,36.775,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_7",-8.675,36.775,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_8",-8.65,36.775,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_9",-8.625,36.775,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_10",-8.625,36.75,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_11",-8.625,36.725,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_12",-8.625,36.7,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_13",-8.625,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_14",-8.65,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_15",-8.675,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_16",-8.7,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
11,"11_17",-8.725,36.675,FALSE,"11.1","Medium","NULL","Gorgonian",NA
12,"12_1",-9.425,36.7,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_2",-9.425,36.675,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_3",-9.45,36.675,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_4",-9.475,36.675,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_5",-9.5,36.675,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_6",-9.525,36.675,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_7",-9.525,36.7,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_8",-9.525,36.725,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_9",-9.55,36.725,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_10",-9.575,36.725,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
12,"12_11",-9.575,36.75,FALSE,"12.1","Medium_ Low","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
